BonPlant,v0.1,Кучмасов Андрей,9А,10,25 мая 2023 / 14:27
1,8,0
1,22,60
2,8,0
2,22,60
3,8,0
3,22,60
4,8,85
4,22,60
5,8,60
5,22,60
6,8,30
6,22,60
7,8,85
7,22,60
8,8,45
8,22,60
9,8,0
9,22,60
10,8,0
10,22,60
9,9,80
10,10,80
1,6,60
2,6,50
3,7,60
